Sr. No,Semester,Course Code,Course Title,Credit Hours,Grade,Grade Point,SGPA,CGPA,Warning
761,Spring 2018,EE227,Digital Logic Design,3,C,2,1.98,2.6,0
761,Spring 2018,EL227,Digital Logic Design - Lab,1,A+,4,1.98,2.6,0
761,Fall 2017,MT104,Linear Algebra,3,B,3,3.22,3.22,0
761,Fall 2017,MT119,Calculus and Analytical Geometry,3,B-,2.67,3.22,3.22,0
761,Spring 2018,MT224,Differential Equations (Cal II),3,D+,1.33,1.98,2.6,0
761,Fall 2017,SL101,English Language Lab,1,A,4,3.22,3.22,0
761,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
761,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
761,Fall 2017,SS101,English Language,3,B+,3.33,3.22,3.22,0
761,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
761,Spring 2018,SS113,Pakistan Studies,3,F,0,1.98,2.6,0
761,Spring 2018,SS122,English Composition,3,B-,2.67,1.98,2.6,0
761,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
761,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
762,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
762,Fall 2017,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.33,2.33,0
762,Spring 2018,CL118,Programming Fundamentals - Lab,1,C-,1.67,2.63,2.75,0
762,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
762,Fall 2017,CS118,Programming Fundamentals,3,F,0,2.33,2.33,0
762,Spring 2018,CS118,Programming Fundamentals,3,C+,2.33,2.63,2.75,0
762,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
762,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
762,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
762,Fall 2017,EE182,Basic Electronics,3,D+,1.33,2.33,2.33,0
762,Spring 2018,EE227,Digital Logic Design,3,B,3,2.63,2.75,0
762,Spring 2018,EL227,Digital Logic Design - Lab,1,B,3,2.63,2.75,0
762,Fall 2017,MT104,Linear Algebra,3,B+,3.33,2.33,2.33,0
762,Fall 2017,MT119,Calculus and Analytical Geometry,3,B,3,2.33,2.33,0
762,Spring 2018,MT224,Differential Equations (Cal II),3,B+,3.33,2.63,2.75,0
762,Fall 2017,SL101,English Language Lab,1,A,4,2.33,2.33,0
762,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
762,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
762,Fall 2017,SS101,English Language,3,A-,3.67,2.33,2.33,0
762,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
762,Spring 2018,SS113,Pakistan Studies,3,C+,2.33,2.63,2.75,0
762,Spring 2018,SS122,English Composition,3,C+,2.33,2.63,2.75,0
762,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
762,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
763,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
763,Fall 2017,CL118,Programming Fundamentals - Lab,1,A-,3.67,2,2,0
763,Spring 2018,CL217,Computer Programming Lab,1,A,4,2.37,2.4,0
763,Fall 2017,CS118,Programming Fundamentals,3,C,2,2,2,0
763,Fall 2018,CS201,Data Structures,3,B-,2.67,2.56,2.45,0
763,Spring 2018,CS217,Computer Programming,3,B,3,2.37,2.4,0
763,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
763,Fall 2017,EE182,Basic Electronics,3,D+,1.33,2,2,0
763,Spring 2018,EE227,Digital Logic Design,3,C-,1.67,2.37,2.4,0
763,Spring 2018,EL227,Digital Logic Design - Lab,1,B+,3.33,2.37,2.4,0
763,Fall 2017,MT104,Linear Algebra,3,B-,2.67,2,2,0
763,Fall 2017,MT119,Calculus and Analytical Geometry,3,F,0,2,2,0
763,Spring 2018,MT119,Calculus and Analytical Geometry,3,C,2,2.37,2.4,0
763,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
763,Fall 2017,SL101,English Language Lab,1,B+,3.33,2,2,0
763,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
763,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
763,Fall 2017,SS101,English Language,3,B,3,2,2,0
763,Spring 2018,SS111,Islamic and Religious Studies,3,B+,3.33,2.37,2.4,0
763,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
763,Spring 2018,SS122,English Composition,3,D,1,2.37,2.4,0
763,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
763,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
764,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
764,Fall 2017,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.04,3.04,1
764,Spring 2018,CL217,Computer Programming Lab,1,F,0,0.18,1.61,1
764,Fall 2017,CS118,Programming Fundamentals,3,B-,2.67,3.04,3.04,1
764,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
764,Spring 2018,CS217,Computer Programming,3,F,0,0.18,1.61,1
764,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
764,Fall 2017,EE182,Basic Electronics,3,C-,1.67,3.04,3.04,1
764,Spring 2018,EE227,Digital Logic Design,3,F,0,0.18,1.61,1
764,Spring 2018,EL227,Digital Logic Design - Lab,1,F,0,0.18,1.61,1
764,Fall 2017,MT104,Linear Algebra,3,B+,3.33,3.04,3.04,1
764,Fall 2017,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.04,3.04,1
764,Spring 2018,MT224,Differential Equations (Cal II),3,F,0,0.18,1.61,1
764,Fall 2017,SL101,English Language Lab,1,B,3,3.04,3.04,1
764,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
764,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
764,Fall 2017,SS101,English Language,3,A-,3.67,3.04,3.04,1
764,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
764,Spring 2018,SS113,Pakistan Studies,3,D,1,0.18,1.61,1
764,Spring 2018,SS122,English Composition,3,F,0,0.18,1.61,1
764,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
764,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
765,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
765,Fall 2017,CL118,Programming Fundamentals - Lab,1,C-,1.67,1.1,1.1,0
765,Spring 2018,CL118,Programming Fundamentals - Lab,1,B-,2.67,2.48,2.23,0
765,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
765,Fall 2017,CS118,Programming Fundamentals,3,F,0,1.1,1.1,0
765,Spring 2018,CS118,Programming Fundamentals,3,B,3,2.48,2.23,0
765,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
765,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
765,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
765,Fall 2017,EE182,Basic Electronics,3,D+,1.33,1.1,1.1,0
765,Spring 2018,EE182,Basic Electronics,3,B,3,2.48,2.23,0
765,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
765,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
765,Fall 2017,MT104,Linear Algebra,3,D+,1.33,1.1,1.1,0
765,Spring 2018,MT104,Linear Algebra,3,B-,2.67,2.48,2.23,0
765,Fall 2017,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.1,1.1,0
765,Spring 2018,MT119,Calculus and Analytical Geometry,3,C-,1.67,2.48,2.23,0
765,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
765,Fall 2017,SL101,English Language Lab,1,D,1,1.1,1.1,0
765,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
765,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
765,Fall 2017,SS101,English Language,3,D+,1.33,1.1,1.1,0
765,Spring 2018,SS111,Islamic and Religious Studies,3,C,2,2.48,2.23,0
765,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
765,Unknown,SS122,English Composition,3,UK,-1,0,0,0
765,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
765,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
766,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
766,Fall 2017,CL118,Programming Fundamentals - Lab,1,B,3,2.88,2.88,0
766,Spring 2018,CL217,Computer Programming Lab,1,A,4,3.33,3.11,0
766,Fall 2017,CS118,Programming Fundamentals,3,C,2,2.88,2.88,0
766,Fall 2018,CS201,Data Structures,3,A-,3.67,3.56,3.25,0
766,Spring 2018,CS217,Computer Programming,3,C+,2.33,3.33,3.11,0
766,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
766,Fall 2017,EE182,Basic Electronics,3,B-,2.67,2.88,2.88,0
766,Spring 2018,EE227,Digital Logic Design,3,A-,3.67,3.33,3.11,0
766,Spring 2018,EL227,Digital Logic Design - Lab,1,A-,3.67,3.33,3.11,0
766,Fall 2017,MT104,Linear Algebra,3,B,3,2.88,2.88,0
766,Fall 2017,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.88,2.88,0
766,Spring 2018,MT224,Differential Equations (Cal II),3,A-,3.67,3.33,3.11,0
766,Fall 2017,SL101,English Language Lab,1,B,3,2.88,2.88,0
766,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
766,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
766,Fall 2017,SS101,English Language,3,B+,3.33,2.88,2.88,0
766,Spring 2018,SS111,Islamic and Religious Studies,3,B+,3.33,3.33,3.11,0
766,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
766,Spring 2018,SS122,English Composition,3,B+,3.33,3.33,3.11,0
766,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
766,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
767,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
767,Fall 2017,CL118,Programming Fundamentals - Lab,1,B,3,2.22,2.22,0
767,Spring 2018,CL217,Computer Programming Lab,1,C-,1.67,1.55,1.88,0
767,Fall 2017,CS118,Programming Fundamentals,3,C-,1.67,2.22,2.22,0
767,Fall 2018,CS201,Data Structures,3,B,3,2.23,2.24,0
767,Spring 2018,CS217,Computer Programming,3,D,1,1.55,1.88,0
767,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
767,Fall 2017,EE182,Basic Electronics,3,C-,1.67,2.22,2.22,0
767,Spring 2018,EE227,Digital Logic Design,3,D+,1.33,1.55,1.88,0
767,Spring 2018,EL227,Digital Logic Design - Lab,1,B-,2.67,1.55,1.88,0
767,Fall 2017,MT104,Linear Algebra,3,D+,1.33,2.22,2.22,0
767,Fall 2017,MT119,Calculus and Analytical Geometry,3,C+,2.33,2.22,2.22,0
767,Spring 2018,MT224,Differential Equations (Cal II),3,D+,1.33,1.55,1.88,0
767,Fall 2017,SL101,English Language Lab,1,A-,3.67,2.22,2.22,0
767,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
767,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
767,Fall 2017,SS101,English Language,3,B+,3.33,2.22,2.22,0
767,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
767,Spring 2018,SS113,Pakistan Studies,3,C+,2.33,1.55,1.88,0
767,Spring 2018,SS122,English Composition,3,D+,1.33,1.55,1.88,0
767,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
767,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
768,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
768,Fall 2017,CL118,Programming Fundamentals - Lab,1,C+,2.33,1.29,1.29,1
768,Spring 2018,CL118,Programming Fundamentals - Lab,1,B,3,2.43,2.11,1
768,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
768,Fall 2017,CS118,Programming Fundamentals,3,F,0,1.29,1.29,1
768,Spring 2018,CS118,Programming Fundamentals,3,B,3,2.43,2.11,1
768,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
768,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
768,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
768,Fall 2017,EE182,Basic Electronics,3,C,2,1.29,1.29,1
768,Spring 2018,EE227,Digital Logic Design,3,C-,1.67,2.43,2.11,1
768,Spring 2018,EL227,Digital Logic Design - Lab,1,B,3,2.43,2.11,1
768,Fall 2017,MT104,Linear Algebra,3,D,1,1.29,1.29,1
768,Fall 2017,MT119,Calculus and Analytical Geometry,3,D,1,1.29,1.29,1
768,Spring 2018,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.43,2.11,1
768,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
768,Fall 2017,SL101,English Language Lab,1,C-,1.67,1.29,1.29,1
768,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
768,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
768,Fall 2017,SS101,English Language,3,C,2,1.29,1.29,1
768,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
768,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
768,Spring 2018,SS122,English Composition,3,D+,1.33,2.43,2.11,1
768,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
768,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
769,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
769,Fall 2017,CL118,Programming Fundamentals - Lab,1,A-,3.67,2.51,2.51,0
769,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
769,Fall 2017,CS118,Programming Fundamentals,3,A-,3.67,2.51,2.51,0
769,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
769,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
769,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
769,Fall 2017,EE182,Basic Electronics,3,D,1,2.51,2.51,0
769,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
769,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
769,Fall 2017,MT104,Linear Algebra,3,B-,2.67,2.51,2.51,0
769,Fall 2017,MT119,Calculus and Analytical Geometry,3,D,1,2.51,2.51,0
769,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
769,Fall 2017,SL101,English Language Lab,1,A,4,2.51,2.51,0
769,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
769,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
769,Fall 2017,SS101,English Language,3,B+,3.33,2.51,2.51,0
769,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
769,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
769,Unknown,SS122,English Composition,3,UK,-1,0,0,0
769,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
769,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
770,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
770,Fall 2017,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.22,3.22,0
770,Spring 2018,CL217,Computer Programming Lab,1,C+,2.33,2.96,3.09,0
770,Fall 2017,CS118,Programming Fundamentals,3,B-,2.67,3.22,3.22,0
770,Fall 2018,CS201,Data Structures,3,B+,3.33,3.17,3.11,0
770,Spring 2018,CS217,Computer Programming,3,C,2,2.96,3.09,0
770,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
770,Fall 2017,EE182,Basic Electronics,3,B+,3.33,3.22,3.22,0
770,Spring 2018,EE227,Digital Logic Design,3,B,3,2.96,3.09,0
770,Spring 2018,EL227,Digital Logic Design - Lab,1,B,3,2.96,3.09,0
770,Fall 2017,MT104,Linear Algebra,3,B,3,3.22,3.22,0
770,Fall 2017,MT119,Calculus and Analytical Geometry,3,B-,2.67,3.22,3.22,0
770,Spring 2018,MT224,Differential Equations (Cal II),3,B,3,2.96,3.09,0
770,Fall 2017,SL101,English Language Lab,1,A,4,3.22,3.22,0
770,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
770,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
770,Fall 2017,SS101,English Language,3,A,4,3.22,3.22,0
770,Spring 2018,SS111,Islamic and Religious Studies,3,A,4,2.96,3.09,0
770,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
770,Spring 2018,SS122,English Composition,3,B,3,2.96,3.09,0
770,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
770,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
771,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
771,Fall 2017,CL118,Programming Fundamentals - Lab,1,C-,1.67,1.69,1.69,2
771,Spring 2018,CL118,Programming Fundamentals - Lab,1,D+,1.33,1.62,1.84,2
771,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
771,Fall 2017,CS118,Programming Fundamentals,3,F,0,1.69,1.69,2
771,Spring 2018,CS118,Programming Fundamentals,3,C+,2.33,1.62,1.84,2
771,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
771,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
771,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
771,Fall 2017,EE182,Basic Electronics,3,C-,1.67,1.69,1.69,2
771,Spring 2018,EE227,Digital Logic Design,3,F,0,1.62,1.84,2
771,Spring 2018,EL227,Digital Logic Design - Lab,1,C+,2.33,1.62,1.84,2
771,Fall 2017,MT104,Linear Algebra,3,D,1,1.69,1.69,2
771,Fall 2017,MT119,Calculus and Analytical Geometry,3,C-,1.67,1.69,1.69,2
771,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
771,Fall 2017,SL101,English Language Lab,1,B,3,1.69,1.69,2
771,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
771,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
771,Fall 2017,SS101,English Language,3,A-,3.67,1.69,1.69,2
771,Spring 2018,SS111,Islamic and Religious Studies,3,D,1,1.62,1.84,2
771,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
771,Spring 2018,SS122,English Composition,3,B,3,1.62,1.84,2
771,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
771,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
772,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
772,Fall 2017,CL118,Programming Fundamentals - Lab,1,F,0,1.35,1.35,0
772,Spring 2018,CL118,Programming Fundamentals - Lab,1,B-,2.67,2.36,2.48,0
772,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
772,Fall 2017,CS118,Programming Fundamentals,3,F,0,1.35,1.35,0
772,Spring 2018,CS118,Programming Fundamentals,3,C+,2.33,2.36,2.48,0
772,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
772,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
772,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
772,Fall 2017,EE182,Basic Electronics,3,F,0,1.35,1.35,0
772,Spring 2018,EE182,Basic Electronics,3,C,2,2.36,2.48,0
772,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
772,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
772,Fall 2017,MT104,Linear Algebra,3,C+,2.33,1.35,1.35,0
772,Fall 2017,MT119,Calculus and Analytical Geometry,3,D+,1.33,1.35,1.35,0
772,Spring 2018,MT119,Calculus and Analytical Geometry,3,B+,3.33,2.36,2.48,0
772,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
772,Fall 2017,SL101,English Language Lab,1,B,3,1.35,1.35,0
772,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
772,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
772,Fall 2017,SS101,English Language,3,B,3,1.35,1.35,0
772,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
772,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
772,Spring 2018,SS122,English Composition,3,C-,1.67,2.36,2.48,0
772,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
772,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
773,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
773,Fall 2017,CL118,Programming Fundamentals - Lab,1,A-,3.67,3.02,3.02,0
773,Spring 2018,CL217,Computer Programming Lab,1,C+,2.33,2.18,2.6,0
773,Fall 2017,CS118,Programming Fundamentals,3,C+,2.33,3.02,3.02,0
773,Fall 2018,CS201,Data Structures,3,B+,3.33,3.1,2.74,0
773,Spring 2018,CS217,Computer Programming,3,C-,1.67,2.18,2.6,0
773,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
773,Fall 2017,EE182,Basic Electronics,3,A-,3.67,3.02,3.02,0
773,Spring 2018,EE227,Digital Logic Design,3,C+,2.33,2.18,2.6,0
773,Spring 2018,EL227,Digital Logic Design - Lab,1,A-,3.67,2.18,2.6,0
773,Fall 2017,MT104,Linear Algebra,3,C+,2.33,3.02,3.02,0
773,Fall 2017,MT119,Calculus and Analytical Geometry,3,A-,3.67,3.02,3.02,0
773,Spring 2018,MT224,Differential Equations (Cal II),3,C+,2.33,2.18,2.6,0
773,Fall 2017,SL101,English Language Lab,1,B-,2.67,3.02,3.02,0
773,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
773,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
773,Fall 2017,SS101,English Language,3,B,3,3.02,3.02,0
773,Spring 2018,SS111,Islamic and Religious Studies,3,D+,1.33,2.18,2.6,0
773,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
773,Spring 2018,SS122,English Composition,3,B-,2.67,2.18,2.6,0
773,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
773,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
774,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
774,Fall 2017,CL118,Programming Fundamentals - Lab,1,F,0,1.37,1.37,0
774,Spring 2018,CL118,Programming Fundamentals - Lab,1,B+,3.33,2.16,2.08,0
774,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
774,Fall 2017,CS118,Programming Fundamentals,3,F,0,1.37,1.37,0
774,Spring 2018,CS118,Programming Fundamentals,3,B-,2.67,2.16,2.08,0
774,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
774,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
774,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
774,Fall 2017,EE182,Basic Electronics,3,C-,1.67,1.37,1.37,0
774,Spring 2018,EE227,Digital Logic Design,3,C,2,2.16,2.08,0
774,Spring 2018,EL227,Digital Logic Design - Lab,1,C+,2.33,2.16,2.08,0
774,Fall 2017,MT104,Linear Algebra,3,D+,1.33,1.37,1.37,0
774,Spring 2018,MT104,Linear Algebra,3,C-,1.67,2.16,2.08,0
774,Fall 2017,MT119,Calculus and Analytical Geometry,3,C,2,1.37,1.37,0
774,Spring 2018,MT224,Differential Equations (Cal II),3,C+,2.33,2.16,2.08,0
774,Fall 2017,SL101,English Language Lab,1,B+,3.33,1.37,1.37,0
774,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
774,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
774,Fall 2017,SS101,English Language,3,C-,1.67,1.37,1.37,0
774,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
774,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
774,Spring 2018,SS122,English Composition,3,C-,1.67,2.16,2.08,0
774,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
774,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
775,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
775,Fall 2017,CL118,Programming Fundamentals - Lab,1,C+,2.33,2.73,2.73,0
775,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
775,Fall 2017,CS118,Programming Fundamentals,3,C,2,2.73,2.73,0
775,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
775,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
775,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
775,Fall 2017,EE182,Basic Electronics,3,A-,3.67,2.73,2.73,0
775,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
775,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
775,Fall 2017,MT104,Linear Algebra,3,B,3,2.73,2.73,0
775,Fall 2017,MT119,Calculus and Analytical Geometry,3,A-,3.67,2.73,2.73,0
775,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
775,Fall 2017,SL101,English Language Lab,1,D,1,2.73,2.73,0
775,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
775,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
775,Fall 2017,SS101,English Language,3,C,2,2.73,2.73,0
775,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
775,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
775,Unknown,SS122,English Composition,3,UK,-1,0,0,0
775,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
775,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
776,Unknown,CL117,Intro to Info. and Comm. Technologies,1,UK,-1,0,0,0
776,Fall 2017,CL118,Programming Fundamentals - Lab,1,LL,0,0,0,1
776,Unknown,CL217,Computer Programming Lab,1,UK,-1,0,0,0
776,Fall 2017,CS118,Programming Fundamentals,3,LL,0,0,0,1
776,Unknown,CS201,Data Structures,3,UK,-1,0,0,0
776,Unknown,CS217,Computer Programming,3,UK,-1,0,0,0
776,Unknown,EE117,Applied Physics,3,UK,-1,0,0,0
776,Fall 2017,EE182,Basic Electronics,3,LL,0,0,0,1
776,Unknown,EE227,Digital Logic Design,3,UK,-1,0,0,0
776,Unknown,EL227,Digital Logic Design - Lab,1,UK,-1,0,0,0
776,Fall 2017,MT104,Linear Algebra,3,LL,0,0,0,1
776,Fall 2017,MT119,Calculus and Analytical Geometry,3,LL,0,0,0,1
776,Unknown,MT224,Differential Equations (Cal II),3,UK,-1,0,0,0
776,Fall 2017,SL101,English Language Lab,1,LL,0,0,0,1
776,Unknown,SL150,English Composition and Comprehension - Lab,1,UK,-1,0,0,0
776,Unknown,SL152,Communication & Presentation Skills - Lab,1,UK,-1,0,0,0
776,Fall 2017,SS101,English Language,3,LL,0,0,0,1
776,Unknown,SS111,Islamic and Religious Studies,3,UK,-1,0,0,0
776,Unknown,SS113,Pakistan Studies,3,UK,-1,0,0,0
776,Unknown,SS122,English Composition,3,UK,-1,0,0,0
776,Unknown,SS150,English Composition and Comprehension,2,UK,-1,0,0,0
776,Unknown,SS152,Communication & Presentation Skills,2,UK,-1,0,0,0
